"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","aspect","time_since","burnsev","count_v2","prop_area","area_ha","strata_nm","grove_name","grovearea_ha","unit_name","grove","Ease.of.Access","geometry"
"609","Site-031","Base","None",-118.63607183053,36.53294685741,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121955.566582473, -164016.176624786)
"610","Site-047","Base","None",-118.646086939939,36.5325814068232,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121060.707175264, -164069.622899231)
"611","Site-063","Over","Next",-118.637537938188,36.528154255164,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121832.13769872, -164550.63936924)
"612","Site-075","Over","Next",-118.638849423664,36.5320170649838,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121708.708814967, -164123.069173676)
"613","Site-087","Over","Next",-118.631948436998,36.5319371417039,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(122325.853233732, -164123.069173676)
"614","Site-099","Over","Next",-118.645094490007,36.5301652202448,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121153.278838079, -164336.854271458)
"615","Site-111","Over","Next",-118.638935226867,36.5272084911975,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121708.708814967, -164657.531918131)
"616","Site-116","Over","Next",-118.639003861642,36.523361625384,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121708.708814967, -165085.102113694)
"617","Site-123","Over","Next",-118.6377885121,36.5334476723406,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121801.280477782, -163962.73035034)
"618","Site-135","Over","Next",-118.645413913847,36.5316117603304,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121122.42161714, -164176.515448122)
"619","Site-147","Over","Next",-118.63686505982,36.5271845581123,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121893.852140597, -164657.531918131)
"620","Site-159","Over","Next",-118.640281053761,36.529147857414,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121585.279931214, -164443.746820349)
"621","Site-164","Over","Next",-118.629205329671,36.5309433465915,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(122572.711001238, -164229.961722567)
"622","Site-195","Over","Next",-118.641307599252,36.5296406560807,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121492.708268399, -164390.300545904)
"623","Site-02","Base","None",-118.642652958317,36.5279508036386,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121375.104681525, -164579.80854646)
"624","Site-09","Base","None",-118.640508907106,36.528155545308,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121566.488129544, -164554.309634483)
"625","Site-13","Base","None",-118.637183860413,36.5299528254997,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121860.92420342, -164350.318338669)
"626","Site-18","Base","None",-118.639866817842,36.5272302877513,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121625.375344319, -164656.30528239)
"627","Site-25","Over","Next",-118.640998658768,36.5283906570096,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121522.322718463, -164528.810722506)
"628","Site-29","Over","Next",-118.637344378862,36.5301841436497,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121846.202399726, -164324.819426692)
"629","Site-41","Over","Next",-118.640821782047,36.5290770015329,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121537.044522157, -164452.313986576)
"630","Site-45","Over","Next",-118.637698196829,36.5288114652026,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121816.758792339, -164477.812898553)
"631","Site-53","Over","Next",-118.639529412838,36.527685315731,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121654.818951707, -164605.307458436)
"632","Site-57","Over","Next",-118.641817641433,36.5286295622778,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121448.713699994, -164503.311810529)
"633","Site-61","Over","Next",-118.637850520988,36.5295016113619,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121802.036988645, -164401.316162622)
"634","Site-69","Over","Next",-118.639681751315,36.5283754598373,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121640.097148013, -164528.810722506)
"635","Site-73","Over","Next",-118.636702310907,36.5292588696081,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121905.089614502, -164426.815074599)
"636","Site-77","Over","Next",-118.638356654056,36.5288190767117,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121757.871577564, -164477.812898553)
"637","Site-016","Base","None",-118.630678499861,36.5305329826918,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(122441.651986911, -164277.466917655)
"638","Site-032","Base","None",-118.635073801903,36.5305839816639,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(122048.579555217, -164277.466917655)
"639","Site-064","Over","Next",-118.638204493348,36.5193880321713,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121786.53126742, -165525.639526029)
"640","Site-120","Over","Next",-118.633984117114,36.530060800631,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(122146.84766314, -164334.202036217)
"641","Site-132","Over","Next",-118.643204507569,36.5265934722197,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121327.946763777, -164731.347866154)
"642","Site-144","Over","Next",-118.630843420964,36.521344931024,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(122441.651986911, -165298.699051779)
"643","Site-164","Over","Next",-118.635055533694,36.5316048748319,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(122048.579555217, -164163.99668053)
"644","Site-180","Over","Next",-118.633022513432,36.5223913446886,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(122245.115771064, -165185.228814654)
"645","Site-188","Over","Next",-118.643131870873,36.5306770539609,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121327.946763777, -164277.466917655)
"646","Site-1","Base","None",-118.881546286657,36.6973931217752,"None",200638.036815389,0.000004984099804,"None","NW_E","under5","High","many",0.01,40.1276073630777,"NW_E-under5-High-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(99792.0074996292, -146028.22236923)
"647","Site-2","Base","None",-118.915763392264,36.6905957123299,"None",200638.036815389,0.000004984099804,"None","NW_E","under5","High","many",0.01,40.1276073630777,"NW_E-under5-High-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96747.8230094744, -146819.124699914)
"648","Site-3","Over","Next",-118.910731349924,36.6846189495167,"None",200638.036815389,0.000004984099804,"None","NW_E","under5","High","many",0.01,40.1276073630777,"NW_E-under5-High-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97204.4506829976, -147478.209975485)
"649","Site-4","Over","Next",-118.910347415704,36.6816501764972,"None",200638.036815389,0.000004984099804,"None","NW_E","under5","High","many",0.01,40.1276073630777,"NW_E-under5-High-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97242.5029891245, -147807.75261327)
"650","Site-5","Over","Next",-118.886802396808,36.6879540529028,"None",200638.036815389,0.000004984099804,"None","NW_E","under5","High","many",0.01,40.1276073630777,"NW_E-under5-High-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(99335.379826106, -147082.758810143)
"651","Site-6","Over","Next",-118.913272669348,36.6858284577203,"None",200638.036815389,0.000004984099804,"None","NW_E","under5","High","many",0.01,40.1276073630777,"NW_E-under5-High-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96976.136846236, -147346.392920371)
"652","Site-7","Over","Next",-118.90646760326,36.6845795377355,"None",200638.036815389,0.000004984099804,"None","NW_E","under5","High","many",0.01,40.1276073630777,"NW_E-under5-High-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97584.973744267, -147478.209975485)
"653","Site-02","Base","None",-118.898964858572,36.6734732510924,"None",74067.8144542146,0.000013501140912,"None","NW_E","under5","High","one",0.01,22.2203443362644,"NW_E-under5-High-one","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(98268.8108208571, -148704.761214649)
"654","Site-03","Base","None",-118.901430305659,36.6821440958617,"None",74067.8144542146,0.000013501140912,"None","NW_E","under5","High","one",0.01,22.2203443362644,"NW_E-under5-High-one","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(98037.6099447712, -147743.677220724)
"655","Site-04","Over","Next",-118.897431600096,36.6720176251264,"None",74067.8144542146,0.000013501140912,"None","NW_E","under5","High","one",0.01,22.2203443362644,"NW_E-under5-High-one","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(98407.5313465087, -148864.941880303)
"656","Site-06","Over","Next",-118.899959299483,36.6763651505918,"None",74067.8144542146,0.000013501140912,"None","NW_E","under5","High","one",0.01,22.2203443362644,"NW_E-under5-High-one","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(98176.3304704227, -148384.399883341)
"657","Site-07","Over","Next",-118.898332121157,36.6813945725289,"None",74067.8144542146,0.000013501140912,"None","NW_E","under5","High","one",0.01,22.2203443362644,"NW_E-under5-High-one","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(98315.0509960743, -147823.767553551)
